time,best_obj
0.0000,500
0.0000,442
0.0000,429
0.0000,371
0.0000,325
0.0000,309
0.0000,263
0.0000,225
0.0010,208
0.0010,168
0.0010,130
0.0010,113
0.0020,105
0.0020,99
0.0020,61
0.0020,44
0.0020,36
0.0030,34
0.0030,17
0.0030,9
0.0040,3
0.0060,1
0.0080,0
